age,annual_income,education_level,city_type,daily_commute_km,weekly_travel_distance_km,current_vehicle_type,vehicle_age_years,fuel_expense_per_month,charging_station_accessibility,nearest_charging_station_km,home_charging_available,electricity_cost_per_kwh,environmental_awareness_score,government_incentive_awareness,technology_affinity_score,range_anxiety_score,battery_replacement_concern,ev_knowledge_score,previous_ev_experience,ev_adoption_likelihood,monthly_energy_consumption_kwh,monthly_charging_cost,Potential_Monthly_Savings,Adoption_Sort_Order
37,54838,High School,Urban,33.4,195.3,Sedan,5,253.2,7.6,1.8,1,0.35,8.4,7.5,7.8,3.9,8.4,10,0,High,176.4,61.6,191.6,3
23,28655,Master,Suburban,40.4,241.8,Hatchback,8.6,394.4,7.3,15.8,1,0.26,5.4,2.8,5.6,6.5,7.9,3.3,1,Medium,231.8,61.2,333.2,2
61,53517,PhD,Suburban,28.7,172.8,SUV,0.4,231.6,4.7,4.6,0,0.11,9,9.3,7.2,5.4,6.5,7,0,High,112.2,12.1,219.5,3
49,65879,Bachelor,Rural,57.2,311.6,Hatchback,8.1,546.5,3.1,11.6,0,0.28,7.7,6.5,9.8,3.4,4.2,8.8,0,High,192.4,53.9,492.6,3
68,26183,High School,Rural,43.9,308.3,Sedan,4.7,324.5,4.2,13.2,1,0.33,4.7,9.1,3.9,5.8,4.2,,1,Medium,227.8,75.8,248.7,2
23,157035,High School,Urban,51.4,367.7,Sedan,9.5,390.7,6.4,0.9,0,0.21,6.9,4.5,9.3,3.6,5.9,9.2,0,High,327.8,68.6,322.1,3
41,61068,Master,Urban,29.7,185.6,Sedan,8.9,199.2,5.7,3.4,1,0.22,8.8,5.3,7,2.9,5.8,9.7,0,High,136.5,29.3,169.89999999999998,3
30,44016,High School,Urban,48,298.5,SUV,6.5,456.2,4.4,0.5,0,0.13,5.1,8.6,4.7,6.8,2.2,4.6,0,Medium,302,37.9,418.3,2
33,38857,Master,Urban,13,82.9,Hatchback,4,118.9,4.5,7.8,1,0.34,6.3,5.2,8.5,2.1,6.1,6.7,0,High,73.7,25.3,93.60000000000001,3
30,42423,Bachelor,Suburban,49.3,275.8,Sedan,9.1,378.3,7.6,7.2,0,0.09,7.4,8.3,9.1,4.6,5.1,7.9,0,High,203.4,18.8,359.5,3
56,31315,High School,Suburban,65.5,501.3,Hatchback,9.6,605.1,3.9,11.7,0,0.11,3.7,8.5,4.8,7.9,7.4,1.8,1,Low,448,48.2,556.9,1
67,53919,High School,Suburban,39.3,288.8,Sedan,8.8,350.8,5.5,9.9,1,0.21,8,8.2,10,4.8,2.2,9.9,0,High,190.3,40,310.8,3
45,17040,Bachelor,Urban,5,28.9,Sedan,10.6,47.9,6.3,0.5,1,0.26,7.6,6.7,5.2,6.3,6.6,7.4,0,Medium,18.3,4.7,43.199999999999996,2
55,37696,Master,Suburban,22.3,122.7,Hatchback,11,151.6,1.2,12.9,0,0.26,5.5,3.3,8.8,2.3,1.8,5.1,1,High,108.9,28.5,123.1,3
27,50132,Bachelor,Suburban,35,183.8,SUV,9.4,319.3,6.5,7.8,1,0.32,8.1,3.2,7.2,3.8,7.5,7.7,1,High,158.4,50.7,268.6,3
54,65809,Bachelor,Urban,37.7,217.2,Hatchback,0,307.9,8.5,8.3,1,0.21,9.9,5.6,8.1,4.7,2.8,8.7,0,High,211.2,45,262.9,3
68,23347,Bachelor,Urban,36.1,195,Hatchback,9.9,335.1,8.6,3.4,1,0.17,4.3,3.6,6.5,6.2,2.3,6.6,1,High,119.9,19.9,315.20000000000005,3
55,35414,Bachelor,Urban,12.6,70.5,Sedan,5.7,26.2,8.7,4.3,1,0.11,7.5,4.8,7.7,2.7,4,7.3,0,High,57.7,6.5,19.7,3
66,132500,Bachelor,Urban,40,289.1,Sedan,7.6,342.4,4.5,3.9,1,0.12,8,6.6,9.2,5.5,3,9.4,0,High,296.3,34.3,308.09999999999997,3
52,91719,High School,Suburban,39.9,270.2,Truck,6.2,389.4,4.4,15,1,0.33,8.2,4.2,8.6,3.2,9.8,9,0,High,257.3,83.7,305.7,3
25,25516,Bachelor,Urban,37.9,265.8,Hatchback,6.5,286.3,6.7,8.2,0,0.27,5.9,7.3,3.4,9.1,6.9,4.9,0,Low,206.8,55.3,231,1
47,73583,,Suburban,14.8,116.5,Truck,9.3,37.9,4.5,6.5,0,0.14,7.6,6.7,8.1,3.4,8.2,8.1,0,High,118.4,16.2,21.7,3
29,26273,Master,Rural,47.8,291.2,Sedan,2.8,414.2,5.4,17,0,0.2,3.6,8.7,3.4,6.3,7.5,3.9,0,Low,268.7,52.6,361.59999999999997,1
37,35654,Master,Suburban,35.2,207.9,SUV,7.5,244.2,2.6,9.8,1,0.35,7.3,5.8,6.9,7.9,5.8,7.1,0,Medium,141.3,49.1,195.1,2
21,82448,High School,Rural,29.8,218.9,Sedan,9.5,233,4.8,9.4,1,0.13,7.8,7.3,3.2,6.2,7.5,6.8,0,Medium,142.1,18.3,214.7,2
21,33451,PhD,Urban,59.4,376.9,SUV,6.8,539.9,9.5,8.2,1,0.19,7.6,7.9,9.6,2.3,6.5,7.8,0,High,239.5,44.7,495.2,3
58,76537,Master,Suburban,46.3,288.8,Sedan,4.7,336,7.3,11,1,0.3,6.8,8.5,9.4,3.8,5.6,7.2,0,High,251.3,75,261,3
23,20362,Bachelor,Urban,45.8,247.4,Hatchback,5.6,395.3,7.8,1.3,1,0.26,5.3,8.3,5.2,9.9,3.2,5.2,1,Medium,190.4,48.8,346.5,2
36,22651,High School,Urban,34.7,188.2,Hatchback,3.9,298,8.3,2.5,1,0.1,3.2,10,5.2,9.4,5.3,4.1,0,Medium,121.1,12.4,285.6,2
61,68458,Bachelor,Suburban,22.6,174.8,Hatchback,7.6,255,5.9,14.6,1,0.22,7.4,3.9,7.8,2.2,2.9,8.6,0,High,124.7,27.7,227.3,3
59,39898,Bachelor,Urban,41.9,235.9,SUV,4.9,307.3,7.2,5.9,1,0.33,6.3,6,4.2,7.9,7.2,6.7,0,Medium,204.6,68.4,238.9,2
42,15665,Master,Urban,16.5,127.9,Sedan,5.6,137.6,1.8,0.5,1,0.28,6.3,7.6,4,4.7,4.3,4.8,0,Medium,123,34.4,103.19999999999999,2
32,86219,High School,Urban,35.5,283.7,Sedan,9.8,319.7,9.2,0.5,1,0.21,9.6,7.9,7.4,3.4,7.3,8.2,1,High,184.6,38.2,281.5,3
60,37757,Bachelor,Urban,39.6,217.8,Sedan,2.4,312,5.8,0.5,1,0.1,5.1,5.7,6.3,5.9,5.7,6.6,0,High,134.9,13.6,298.4,3
43,216710,Bachelor,Urban,64.1,329.7,Hatchback,8.4,578,7.6,2.5,1,0.23,5.1,6.2,8.1,5.7,7.2,6.5,0,High,340.2,78.8,499.2,3
47,47991,Master,Suburban,68.1,390.5,Hatchback,7.1,534.6,3.4,11.5,0,0.28,8.8,9.3,6.1,4.4,6.6,7.5,0,Medium,255.6,71.5,463.1,2
66,8606,Master,Urban,15.5,86.7,Sedan,6.8,139.3,7.8,1.2,0,0.22,6.3,10,5.2,8.1,8.1,7.1,0,Medium,75.8,17,122.30000000000001,2
38,97487,High School,Urban,48.1,275.1,Hatchback,7.5,344.6,7.3,5,0,0.27,6.5,2.3,7.9,5.3,3.7,6.1,0,Medium,213.8,58.2,286.40000000000003,2
50,33914,Master,Urban,45.3,343.5,SUV,14.5,410.3,4.4,6.4,1,0.1,9.9,5.7,6.8,4.1,5.5,8.5,1,High,286.5,29.5,380.8,3
47,34033,Bachelor,Urban,20.7,138.3,Sedan,7.4,176.3,5.8,12.9,1,0.27,6.7,5.3,9.2,3.1,4.3,6.1,1,High,127.6,34.1,142.20000000000002,3
55,12903,Master,Urban,38.5,262.9,Hatchback,11.9,290.5,6.9,3.4,1,0.29,6.2,3.6,5,7.1,6.3,5.3,0,Medium,212.7,62.3,228.2,2
59,33270,Bachelor,Urban,33.5,239.2,Sedan,5.5,268.5,6.4,2.9,1,0.14,4.4,5.6,5.6,4.9,3.2,5.7,0,High,174.5,24.8,243.7,3
32,69459,Bachelor,Suburban,30.3,213.2,SUV,4.2,253.1,5.9,7.7,1,0.16,4.9,7.3,4.2,6.2,4.6,4.4,0,Low,151.3,23.5,229.6,1
63,16574,Bachelor,Urban,22.4,147.9,Sedan,8,170.1,5.7,4.7,1,0.08,7.1,6.1,4.1,9.6,7.2,5.6,0,Low,149.1,12.2,157.9,1
24,20254,PhD,Rural,30.3,184.2,SUV,5.6,245.3,,10.3,0,0.33,4.7,9.6,4.4,5.9,6.1,6.2,0,Medium,117.3,38.7,206.60000000000002,2
34,52490,Bachelor,Suburban,25.3,140.9,Hatchback,8.1,229.6,6.6,14.3,1,0.12,6.4,5.9,9.5,3.2,1,8.2,0,High,112.5,12.9,216.7,3
42,77214,Bachelor,Suburban,47.7,260.1,Truck,12.4,421.8,6.6,12.5,0,0.26,8.5,8.7,7.8,4.7,5.4,9,1,High,238.9,62.5,359.3,3
28,43781,High School,Rural,31.8,227.5,SUV,7.4,280.4,3.5,9,1,0.22,7,6.5,7.8,3.7,3.8,7.7,0,High,209.9,46.2,234.2,3
53,85047,Master,Urban,50.7,403.3,SUV,6.5,486,6.1,0.5,1,0.09,9.8,4.4,5.9,3.7,1,10,1,High,400.4,36,450,3
59,19641,High School,Urban,47.7,255.4,SUV,7.5,351.3,7.8,1.4,0,0.22,5.5,5.6,8.9,3.9,4.9,8.2,0,High,253.7,55.8,295.5,3
41,132427,Bachelor,Urban,14.8,94,Sedan,6.7,55,8.3,7.9,0,0.24,8.3,8.9,8.3,5.7,5.9,6.7,1,High,58,13.9,41.1,3
65,40462,Bachelor,Rural,24.4,170.1,Hatchback,12.1,198.2,7.5,7.6,1,0.3,7.6,6.5,7.2,3,3.9,9.6,1,High,155.7,46.3,151.89999999999998,3
50,39268,Master,Urban,44.2,321.1,SUV,5.4,344.1,4.5,0.5,1,0.32,9.9,5.4,7.3,4.1,2.9,7.4,1,High,207.2,65.6,278.5,3
34,117416,Master,Urban,38.3,225.8,Sedan,5.7,328.2,8.1,0.5,0,0.3,9.9,5,6.4,2.1,4.3,7.4,0,High,206,62.1,266.09999999999997,3
25,27748,Bachelor,Suburban,32.9,243.6,Sedan,9.4,267,9.5,13.8,1,0.31,6.1,4.7,6.7,4.1,6.7,6.9,0,High,180.6,56.8,210.2,3
68,27399,High School,Urban,42.4,232.9,Sedan,9.6,333.2,4.1,4.1,0,0.26,8.5,7.4,8.3,3.6,4.6,6.6,1,High,225.1,57.9,275.3,3
44,47703,Bachelor,Urban,9.5,53.7,Hatchback,5.2,80.3,8.4,0.5,1,0.13,8.1,6.9,9.9,2.4,3.7,6.9,0,High,35.5,4.7,75.6,3
22,38760,High School,Rural,21.2,115,Sedan,7.1,208.4,6,15.5,1,0.21,9.5,4.1,8,3.4,4.2,9.5,0,High,91.2,18.8,189.6,3
48,18786,High School,Rural,5,34.1,Sedan,7.2,-22,8.6,8.4,1,0.32,7.5,8.4,6.8,7,1,5.6,1,High,34.2,10.8,-32.8,3
60,40902,Bachelor,Suburban,42.2,212,SUV,3.8,292.3,6.7,12.4,1,0.22,8.4,1.6,8.2,2.3,6.2,7.8,0,High,167.6,37.4,254.9,3
37,35843,Master,Rural,43.9,297.8,Sedan,7,413.9,7.4,1.9,0,0.28,4.3,6.1,5.2,7.7,4.6,7.2,0,Medium,227.4,62.9,351,2
65,27238,Master,Suburban,14.6,75.1,Sedan,3.9,68,2.3,13.7,0,0.1,6.8,9,4.7,6.6,5.5,4.7,0,Low,72,7.1,60.9,1
29,63553,Bachelor,Urban,26.3,156.4,SUV,8.8,229.6,10,0.5,1,0.23,9.4,6,5.3,3.9,4.2,9.1,0,High,156.4,35.9,193.7,3
24,77849,High School,Urban,35.2,261.7,Hatchback,6,296.7,3.7,5.1,1,0.26,5.3,4.8,8.6,2.1,2,8.3,0,High,252.2,66.4,230.29999999999998,3
69,32124,Bachelor,Urban,25.2,179.7,Hatchback,4.7,186.4,6.1,0.5,1,0.13,6.8,2,8.2,5.1,4.6,7.3,0,High,163.4,21.3,165.1,3
30,46790,Master,Suburban,12.9,102.1,SUV,5,139.7,7.2,14.3,1,0.16,8.1,5.8,7,3.9,7.3,7.3,0,High,85.6,13.4,126.29999999999998,3
25,25505,,Rural,26.3,167.9,SUV,0.5,234.3,5.3,3.9,1,0.23,4.6,7.3,5.5,9.5,4.8,6.8,0,Medium,104.4,24,210.3,2
61,31376,High School,Urban,20.5,140.2,SUV,6.7,229.1,7.4,0.5,1,0.33,9.8,6.9,8.3,2.8,2.2,9.4,1,High,102,33.6,195.5,3
58,52945,Master,Urban,8.8,53.1,SUV,4.1,88.5,9.6,0.5,0,0.16,7,4.5,8.5,3.2,4.9,8,0,High,50.6,7.9,80.6,3
56,63086,Bachelor,Suburban,40,288.9,Sedan,4,280.2,4,15.4,1,0.12,8.2,5.6,5.6,3.1,4.7,5.8,0,Medium,196,23.6,256.59999999999997,2
28,48646,Bachelor,Urban,24.3,152.7,SUV,8.5,184.7,7.1,1.3,1,0.16,5.9,4.2,9.6,2.7,5.6,8.8,1,High,97.7,15.2,169.5,3
68,60621,High School,Urban,49.9,295.1,Hatchback,1.7,493.9,8.1,7.1,1,0.11,8,7.3,5.7,3,7,6.1,0,High,302.9,33.2,460.7,3
24,110345,Bachelor,Urban,51.8,285.3,SUV,9.3,350,7.1,10.6,0,0.29,7.7,1.7,10,2.1,5.3,8.7,0,High,261.6,75.1,274.9,3
65,20543,Bachelor,Urban,17.2,132.7,Sedan,4,146.5,7.1,9.4,1,0.24,6,1,3.5,7.5,3.4,3.6,0,Medium,99.4,23.4,123.1,2
56,13781,Bachelor,Rural,41.1,235,Sedan,2.9,306.5,3.7,2.7,1,0.26,4.8,7.1,4.2,6.8,4.2,5,0,Medium,205.3,52.8,253.7,2
25,29065,Bachelor,Urban,37,266.6,Hatchback,5.1,318,5.7,2.9,1,0.33,7.7,5.4,4.5,9.4,5.2,6.4,0,Medium,229.5,75.2,242.8,2
39,32363,Bachelor,Suburban,48.8,291,Sedan,2.6,384.1,3.2,13.9,1,0.21,4.8,4.6,6,9.3,7.2,4,1,Low,246.1,52,332.1,1
48,25121,Bachelor,Urban,20.8,125.6,Hatchback,3.4,164.1,5.7,1.5,1,0.13,7.3,6,8.3,4.5,2.9,7,0,High,114.9,15.4,148.7,3
38,92364,Master,Suburban,22.8,175.1,Truck,4.3,189.9,3.5,7,0,0.34,7.5,6.6,8.4,3.1,4.2,7.6,0,High,158,54.1,135.8,3
67,79244,Bachelor,Rural,19.8,136.6,Sedan,6.8,125.9,6.8,12.2,0,0.32,7,4.6,8.2,5.7,4.3,8,0,High,95,30.6,95.30000000000001,3
59,32432,Master,Suburban,71.4,399.7,SUV,5.4,566.8,6.7,13.9,1,0.32,6.8,7.5,8.4,2.6,4.4,8.1,0,High,403.3,130.7,436.09999999999997,3
26,12341,Bachelor,Suburban,34.4,200.6,Hatchback,8.7,297.3,5.6,5.6,1,0.11,9.9,6.1,5.3,4.8,5.1,8.6,1,High,166.3,17.7,279.6,3
52,56796,Master,Urban,44.3,291.7,Sedan,7.3,393.5,10,2.7,0,0.23,5.2,7.9,9.4,2.3,5,5.2,0,High,300.1,70,323.5,3
46,29353,High School,Urban,43.2,283.9,Sedan,6.7,446.8,5.2,2.4,1,0.21,7.1,5.6,9.7,5.9,2.2,7.4,1,High,287.7,61.7,385.1,3
28,22855,Bachelor,Suburban,16.8,96,Truck,6.4,154.5,8.5,7,1,0.27,6.1,9.3,6.1,7.9,5.5,5.1,0,Medium,58.6,16.1,138.4,2
50,39234,Bachelor,Rural,39.6,279.2,Hatchback,5.7,333.9,7.3,12.6,1,0.27,4.1,3.1,4.6,7.9,5.6,6.1,1,Medium,178.6,48.3,285.59999999999997,2
46,57492,Bachelor,Urban,34,197.3,Sedan,6.7,235.7,7,0.5,0,0.35,7.6,6.6,4.8,4.4,4,5.4,0,Medium,197.3,68.3,167.39999999999998,2
68,25021,PhD,Rural,35.3,238.9,Truck,11.3,278.7,5.3,11.2,0,0.14,3.6,1.5,4.3,5.1,5.2,3.4,0,Low,177.4,24.8,253.89999999999998,1
56,52031,Bachelor,Urban,32.2,229.5,Hatchback,3.2,218.5,10,0.5,1,0.2,5.6,6.9,6.5,7.1,6.7,6.8,0,High,203.3,41.3,177.2,3
38,92352,Bachelor,Suburban,37.4,258.4,Sedan,5.6,291.1,10,9.2,1,0.3,7.6,5.2,7.5,4.7,4.8,5.8,0,High,171.4,51.2,239.90000000000003,3
54,81364,Master,Suburban,25.2,182.2,Hatchback,7.9,183.1,6.6,18,1,0.31,3.7,1.9,6.9,6.3,3.5,3.8,0,Medium,133.8,41,142.1,2
66,57368,Master,Suburban,54.8,371.2,SUV,4.2,432.7,5.4,14.8,1,0.34,5.7,4.8,3.8,5.8,6.6,5.2,0,Low,296,100.5,332.2,1
32,72806,High School,Suburban,27.6,170.2,Hatchback,3.5,237.7,4.6,13,1,0.34,7,4.3,10,2.2,4.2,8.6,0,High,150.7,52,185.7,3
58,34551,Bachelor,Urban,23.6,178.5,Truck,5.6,186.3,8.8,0.5,0,0.34,5.6,5.4,3.4,6.2,6.3,4.8,0,Medium,137.2,46.5,139.8,2
33,67477,High School,Urban,39.1,231.1,Hatchback,2.5,296.8,3.8,10.5,1,0.22,7.3,4.3,8.9,4,4.6,8.6,0,High,165.7,36.5,260.3,3
69,20585,High School,Urban,48,319.2,SUV,13.8,415.5,6,4.9,1,0.35,5.3,8,8.8,3.4,5.4,8.9,1,High,258.3,90.3,325.2,3
49,81080,Bachelor,Rural,32.8,186.5,Sedan,6.2,308.3,2.6,15.6,1,0.1,9.2,8.1,7.1,4.5,5.4,8.4,0,High,118.7,12,296.3,3
56,100187,Master,Suburban,41.3,291.5,Sedan,5,341.3,3.6,12.6,0,0.24,6.1,1,7.1,5.7,5.2,6.6,0,Low,248.7,58.9,282.40000000000003,1
47,69857,Master,Urban,45.7,232.3,SUV,5.3,375.4,5.6,2.2,1,0.18,6.3,5.7,8,5.3,4.6,6.9,0,High,167.5,29.9,345.5,3
52,29465,Master,Urban,48.9,353.8,Sedan,6.5,454.7,7,9.1,0,0.3,5.6,6.1,3,8.2,2.7,4.6,0,Low,353.6,105.6,349.1,1
60,51181,High School,Suburban,34.1,224.8,SUV,2.6,292.8,5.9,15.2,1,0.1,9.6,7.8,6.8,4.4,4.2,8.4,0,High,140.7,14.7,278.1,3
48,41118,High School,Rural,57.7,336,SUV,4.8,465.5,5.9,10.4,1,0.19,7,8,6.1,6.7,7.3,6.1,0,Medium,271.5,50.8,414.7,2
48,17186,High School,Urban,31.4,166.2,SUV,9.2,233.4,8.6,0.5,0,0.19,6.4,10,4.2,7.8,1,3.6,0,High,117.1,22.4,211,3
32,31340,Master,Suburban,63.5,340,Hatchback,8.4,599.9,7.3,8.9,1,0.34,5.1,7.9,9.3,3.4,6.3,7.2,0,High,344.5,118.1,481.79999999999995,3
63,31012,PhD,Rural,26,155,Sedan,5.6,160.8,4.6,19.7,0,0.28,6.1,6,5.1,5.1,7.2,5,0,Low,138,39.1,121.70000000000002,1
57,51043,High School,Rural,30.2,152.4,Sedan,8.4,298.2,6.6,8.1,0,0.32,8.3,4.8,6.7,4.5,5.9,8.7,0,High,157.1,50.5,247.7,3
32,42564,Bachelor,Urban,18.3,146,Hatchback,0,130.5,6.3,9.6,1,0.12,8.9,3.2,8.8,3.5,9,8.1,0,High,113.6,13.8,116.7,3
39,87555,Bachelor,Suburban,36.9,261.7,Hatchback,8.5,284.5,3.4,12.4,1,0.33,8.2,1.9,7.7,2.5,4.6,8.2,1,High,258.1,85.3,199.2,3
45,53912,High School,Suburban,20.4,151.7,SUV,7.5,168,6.6,6.9,1,0.23,7.8,2.6,9.1,2.8,6.4,9.5,0,High,143.8,32.7,135.3,3
63,39622,Bachelor,Urban,19.4,131,Sedan,9.4,102.8,6.3,6,1,0.12,9.7,5,6.9,4,5.1,8.7,0,High,122.8,14.4,88.39999999999999,3
56,27532,Bachelor,Suburban,24.4,165.4,Hatchback,13,195.1,4.2,14.1,1,0.28,5.3,8.2,5.2,5.6,1,3.8,0,Medium,142.6,39.5,155.6,2
43,37164,Bachelor,Suburban,52.2,263.8,Hatchback,8.3,399.5,8.4,11.7,1,0.11,7.5,6.3,5.4,6.2,4,5.6,1,High,163.4,18.1,381.4,3
63,24439,Master,Suburban,35.6,278.9,Sedan,8.4,339.6,3.3,11.3,1,0.29,5.1,9.6,6,6,9.2,4.4,1,Low,273.7,79.5,260.1,1
29,15153,Master,Rural,47.5,328.6,Hatchback,2,295.1,8.1,11.6,0,0.22,2.1,10,2.8,8,8.6,1.7,0,Low,242.5,53.1,242.00000000000003,1
48,58448,High School,Urban,5,31.7,Truck,7.6,-17.2,5.6,1.7,0,0.32,9.3,10,6.6,3.9,2.4,8.8,0,High,28,9,-26.2,3
41,71347,Bachelor,Suburban,67.5,413.4,SUV,6.1,584,3.9,8.8,1,0.11,5.5,3.8,8.6,2.5,2.7,7,0,High,397.7,42,542,3
68,24142,Bachelor,Rural,37.6,236.3,Truck,7.1,361.8,3.5,7.6,0,0.25,7.8,7.3,10,5.9,10,8.2,0,Medium,175,43.3,318.5,2
66,86405,PhD,Urban,34,225.8,SUV,8.6,273.3,5.9,2.9,1,0.35,6,5.6,9.1,4,4.6,6.3,0,High,180.3,62.7,210.60000000000002,3
59,40991,Bachelor,Rural,32.3,185.1,Truck,2.2,309.1,1.8,11.7,1,0.22,6.1,4.5,8.2,5.5,4.8,7.2,0,Medium,154.6,33.7,275.40000000000003,2
48,33438,Master,Urban,13.8,92,Hatchback,6.7,136,8,5.9,1,0.23,9,5.5,8.2,2.6,6.9,9.2,0,High,89.1,20.1,115.9,3
54,40335,Master,Urban,42.7,271.4,SUV,5.3,386.6,10,0.5,1,0.14,3.9,4.2,4.2,8.5,3.8,4.3,0,Medium,263,36,350.6,2
52,21784,Bachelor,Rural,26.4,184.2,Sedan,5,219.7,8.1,11,1,0.32,5.7,4.4,5.2,5.2,4.4,5.2,1,Medium,152.8,49,170.7,2
51,52003,Master,Urban,33.8,216.1,Hatchback,5,268.6,9.9,3.2,0,0.32,9,7.2,9.6,2,5.2,10,1,High,187.5,60.6,208.00000000000003,3
32,14905,Bachelor,Rural,40,291.3,Sedan,2,369,2.6,8.7,1,0.31,5.6,6.6,5.8,5.6,3.3,4.7,0,Medium,270,83.1,285.9,2
21,53021,Bachelor,Urban,55.1,327.4,Sedan,4.4,476.8,8.8,0.6,0,0.34,8.7,6.3,8.7,2,3.9,,0,High,215.6,73.4,403.4,3
64,37734,High School,Rural,32.1,234.7,SUV,5.9,284.9,4.2,9.2,1,0.08,7.1,7.3,9.6,5.7,3.7,8.2,0,High,184.5,15.2,269.7,3
56,87716,Bachelor,Urban,35.9,259.7,SUV,6.7,295.8,4.7,5.9,0,0.3,5.3,1,3.4,6.5,4.1,5.2,0,Low,217.5,65.5,230.3,1
27,30435,Bachelor,Urban,30.1,185.3,Sedan,3.3,277.5,10,7.4,1,0.25,5,10,6.9,7.6,5.7,5.4,1,High,117.2,28.9,248.6,3
65,48196,Bachelor,Urban,22.3,116.6,SUV,4.3,188.1,5.5,2.5,1,0.17,9.4,4.2,7.3,3.4,7.5,8.3,0,High,117.3,19.7,168.4,3
58,28951,Bachelor,Urban,34.1,222.7,Sedan,7.2,305.4,5.6,6.9,1,0.12,9.3,2.5,8.2,3,4.5,9,0,High,226.4,26.3,279.09999999999997,3
44,31310,High School,Urban,37.7,299,Sedan,8.3,304.3,6.2,4.4,1,0.29,6.1,5.9,4.4,6.9,1.8,,0,Medium,297.8,86,218.3,2
45,83842,Bachelor,Suburban,9.5,52,Hatchback,0,129.3,10,12.9,1,0.09,8.2,5.1,7.2,3.4,6.3,8.5,0,High,40.6,3.7,125.60000000000001,3
57,18179,Bachelor,Urban,37.6,220,Truck,3.4,281.4,10,0.5,1,0.15,2.2,6.7,2.2,6.1,4.9,2,0,Medium,162.5,24.8,256.59999999999997,2
27,56517,Bachelor,Rural,45.3,296.7,Truck,8.1,333.6,7.8,13.4,0,0.28,9.6,5.8,9.2,2.5,5.5,10,0,High,258.2,72.7,260.90000000000003,3
30,18728,High School,Urban,24.5,149.6,SUV,0.4,132.7,9.2,5.5,0,0.3,4.7,4.8,3.8,8.8,1.8,3.8,0,Low,142.5,43.1,89.6,1
26,22322,Master,Rural,13,89.8,Hatchback,8.5,96.9,7.3,7.5,1,0.32,7.4,7.5,5.7,5.1,5.2,5,0,High,76,24.5,72.4,3
50,22414,Master,Suburban,48.5,259.9,SUV,3.1,426.2,4,3.1,0,0.15,3.1,8.8,6,5.9,4.8,6.3,1,Medium,194.4,30,396.2,2
61,39011,Master,Urban,33.2,247.1,SUV,9.5,290.9,8.5,4,1,0.08,9.9,5,7.1,4.1,4.6,8.1,0,High,178.8,14.5,276.4,3
47,59932,High School,Suburban,36.8,289.4,Hatchback,6.2,339.1,4.8,3.5,1,0.2,8.3,3.9,5.4,2.7,3,6,1,High,238.1,47.5,291.6,3
27,55511,Bachelor,Urban,25.6,185.8,SUV,5.4,215.8,5.9,6.6,1,0.34,8.1,8.1,6.9,2.2,6.9,7.3,1,High,147.9,49.8,166,3
65,53467,Bachelor,Urban,39.2,299.1,Sedan,0,323.9,8.8,0.5,0,0.29,9,4,8.9,2.5,3.7,8.9,0,High,292.1,84.9,238.99999999999997,3
43,60650,Bachelor,Suburban,5,34.8,SUV,5.4,-1.3,2,6.2,0,0.12,6.8,6.5,5.2,5.7,7.8,7,0,Low,27.3,3.3,-4.6,1
43,70497,Master,Urban,29.3,153.8,SUV,3.9,203.3,9.5,4.4,1,0.08,8.5,8.7,8,2.1,2.7,9.7,0,High,110.4,9.2,194.10000000000002,3
26,32346,High School,Urban,47.3,297.3,SUV,3,421.6,9.6,1.8,0,0.25,9.4,5.7,6.2,4.7,2,7.5,0,High,290.9,74,347.6,3
38,33996,Master,Urban,40.9,316.8,SUV,10.5,331.5,8.8,8.5,0,0.14,3.3,7.4,3.1,8,6,1.4,0,Low,303.7,43.9,287.6,1
45,56185,High School,Rural,39.4,258.3,Sedan,4.1,351.6,4,7.8,1,0.3,5.8,5.2,6.5,5.6,4.7,6.5,0,High,173.5,51.9,299.70000000000005,3
61,45302,Master,Suburban,35.9,245.3,Sedan,5.6,318.5,,9.7,1,0.33,5.9,6.1,6.1,6.1,6.9,4.9,0,Medium,202,66.7,251.8,2
22,38836,Bachelor,Urban,57.7,321.5,SUV,7.7,417.8,7.2,0.5,1,0.21,7,9.1,5.4,5.8,6.3,4.1,0,High,241.6,49.9,367.90000000000003,3
45,39509,PhD,Suburban,7.9,45,Hatchback,11,75,3.7,7.5,1,0.23,8.8,8.1,6.6,3.9,2.4,7.3,0,High,38.2,8.8,66.2,3
55,50234,Bachelor,Suburban,47.3,285.3,SUV,7.4,420.8,5.3,12,1,0.13,8.7,6.2,9.8,2.4,4.3,9.3,0,High,218.3,29,391.8,3
58,25824,Master,Suburban,76.6,530.2,Truck,0.9,604,8,10,1,0.26,5.3,7.1,5.6,6.6,8.7,4.8,0,Medium,379.5,97.8,506.2,2
29,160227,Bachelor,Urban,33.7,195.6,Sedan,3,255.7,1,3.6,1,0.34,10,7.2,7.4,3.4,2.1,8.7,0,High,168.1,57.4,198.29999999999998,3
62,21324,Bachelor,Urban,40.2,293.3,Hatchback,1,388.4,5.2,1.8,1,0.31,4.6,7.1,6,6.7,8.5,5.2,0,Low,248.9,78.4,310,1
30,11886,Bachelor,Rural,14.8,113.3,Hatchback,11.9,168.1,3,17,1,0.34,6.4,4.2,6.1,5.3,3.2,5,0,Medium,74.2,25.1,143,2
